gene_id,gene_name,qualifier,go_id,reference,evidence_code,go_aspect,full_name,synonyms,object_type,date,source
S000004160,APS1,involved_in,GO:0006896,PMID:17003107,IMP,P,Small subunit of the clathrin-associated adaptor complex AP-1,YLR170C|YAP19,protein,20070214,SGD
S000000185,AVT5,enables,GO:0022857,PMID:11274162,ISS,F,Putative transporter,YBL089W|amino acid transporter,protein,20191004,SGD
S000002493,SSS1,contributes_to,GO:0015450,PMID:7758110,IDA,F,Subunit of the Sec61p translocation complex (Sec61p-Sss1p-Sbh1p),YDR086C|translocon subunit SSS1,protein,20091211,SGD
S000002164,PTC1,enables,GO:0004722,PMID:10580002,IDA,F,Type 2C protein phosphatase (PP2C),YDL006W|CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1,protein,20010118,SGD
S000000822,GPA2,located_in,GO:0005739,PMID:16823961,HDA,C,Nucleotide binding alpha subunit of the heterotrimeric G protein,YER020W|SSP101|guanine nucleotide-binding protein subunit alpha,protein,20061212,SGD
S000000822,GPA2,located_in,GO:0005829,PMID:26928762,HDA,C,Nucleotide binding alpha subunit of the heterotrimeric G protein,YER020W|SSP101|guanine nucleotide-binding protein subunit alpha,protein,20160603,SGD
S000002164,PTC1,involved_in,GO:0000001,PMID:9529388,IMP,P,Type 2C protein phosphatase (PP2C),YDL006W|CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1,protein,20021202,SGD
S000002164,PTC1,involved_in,GO:0000750,PMID:20400943,IMP,P,Type 2C protein phosphatase (PP2C),YDL006W|CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1,protein,20100812,SGD
S000002164,PTC1,involved_in,GO:0006388,PMID:8196609,IMP,P,Type 2C protein phosphatase (PP2C),YDL006W|CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1,protein,20021202,SGD
S000002164,PTC1,involved_in,GO:0006470,PMID:10580002,IDA,P,Type 2C protein phosphatase (PP2C),YDL006W|CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1,protein,20021202,SGD
S000002164,PTC1,located_in,GO:0005634,PMID:11113180,IDA,C,Type 2C protein phosphatase (PP2C),YDL006W|CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1,protein,20021202,SGD
S000002164,PTC1,located_in,GO:0005737,PMID:11113180,IDA,C,Type 2C protein phosphatase (PP2C),YDL006W|CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1,protein,20021202,SGD
S000000165,AST1,enables,GO:0003674,GO_REF:0000015,ND,F,Lipid raft associated protein,YBL069W,protein,20120510,SGD
S000000165,AST1,involved_in,GO:0006612,PMID:7822420,IGI,P,Lipid raft associated protein,YBL069W,protein,20120510,SGD
S000000165,AST1,involved_in,GO:0032596,PMID:11739806,IMP,P,Lipid raft associated protein,YBL069W,protein,20120510,SGD
S000000165,AST1,involved_in,GO:0032596,PMID:11739806,IPI,P,Lipid raft associated protein,YBL069W,protein,20120510,SGD
S000002864,NHX1,involved_in,GO:1902600,GO_REF:0000108,IEA,P,Na+/H+ and K+/H+ exchanger,YDR456W|VPL27|VPS44|NHA2|bifunctional K:H/Na:H antiporter NHX1,protein,20210411,GOC
S000002864,NHX1,located_in,GO:0005768,GO_REF:0000043,IEA,C,Na+/H+ and K+/H+ exchanger,YDR456W|VPL27|VPS44|NHA2|bifunctional K:H/Na:H antiporter NHX1,protein,20210410,UniProt
S000006432,EST3,part_of,GO:0005697,GO_REF:0000002,IEA,C,Component of the telomerase holoenzyme,YIL009C-A|telomerase subunit EST3,protein,20210410,InterPro
S000002874,PKH3,enables,GO:0106311,GO_REF:0000003,IEA,F,Protein kinase with similarity to mammalian PDK1 and yeast Pkh1p/Phk2p,YDR466W|protein kinase PKH3,protein,20210410,UniProt
S000002898,PKH1,enables,GO:0106310,GO_REF:0000003,IEA,F,Serine/threonine protein kinase,YDR490C|serine/threonine protein kinase PKH1,protein,20210410,UniProt
S000002898,PKH1,enables,GO:0106311,GO_REF:0000003,IEA,F,Serine/threonine protein kinase,YDR490C|serine/threonine protein kinase PKH1,protein,20210410,UniProt
S000000999,STE20,enables,GO:0106310,GO_REF:0000003,IEA,F,Cdc42p-activated signal transducing kinase,YHL007C|mitogen-activated protein kinase kinase kinase kinase STE20,protein,20210410,UniProt
S000000165,AST1,located_in,GO:0005770,PMID:11739806,IDA,C,Lipid raft associated protein,YBL069W,protein,20120510,SGD
S000000165,AST1,located_in,GO:0005794,PMID:11739806,IDA,C,Lipid raft associated protein,YBL069W,protein,20120510,SGD
S000000165,AST1,located_in,GO:0005886,PMID:11739806,IDA,C,Lipid raft associated protein,YBL069W,protein,20120510,SGD
S000000165,AST1,located_in,GO:0045121,PMID:11739806,IDA,C,Lipid raft associated protein,YBL069W,protein,20120510,SGD
S000000822,GPA2,located_in,GO:0005886,PMID:16622836,HDA,C,Nucleotide binding alpha subunit of the heterotrimeric G protein,YER020W|SSP101|guanine nucleotide-binding protein subunit alpha,protein,20090429,SGD
S000001451,SQT1,enables,GO:0051082,PMID:26112308,IDA,F,Specific assembly chaperone for ribosomal protein Rpl10p,YIR012W,protein,20150807,SGD
S000001451,SQT1,involved_in,GO:0000027,PMID:9271392,IMP,P,Specific assembly chaperone for ribosomal protein Rpl10p,YIR012W,protein,20010118,SGD
S000001451,SQT1,involved_in,GO:0042273,PMID:26112308,IMP,P,Specific assembly chaperone for ribosomal protein Rpl10p,YIR012W,protein,20150807,SGD
S000001451,SQT1,located_in,GO:0005829,PMID:9271392,IDA,C,Specific assembly chaperone for ribosomal protein Rpl10p,YIR012W,protein,20010118,SGD
S000001410,RPL40A,located_in,GO:0005737,GO_REF:0000043,IEA,C,Ubiquitin-ribosomal 60S subunit protein L40A fusion protein,YIL148W|CEP52A|L40A|UBI1|UB11|L40e|ubiquitin-ribosomal 60S subunit protein L40A fusion protein|eL40,protein,20210410,UniProt
S000004802,SGS1,involved_in,GO:0000070,PMID:7736577,IMP,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20020806,SGD
S000004802,SGS1,involved_in,GO:0000706,PMID:20150422,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20100309,SGD
S000004802,SGS1,involved_in,GO:0000706,PMID:20150422,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20100309,SGD
S000004802,SGS1,involved_in,GO:0000722,PMID:15994923,IMP,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20050802,SGD
S000004802,SGS1,involved_in,GO:0000722,PMID:17550308,IMP,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20070611,SGD
S000004802,SGS1,involved_in,GO:0000722,PMID:17550308,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20070611,SGD
S000004802,SGS1,involved_in,GO:0000723,PMID:19595717,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20140227,SGD
S000004802,SGS1,involved_in,GO:0000723,PMID:19595717,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20140227,SGD
S000004802,SGS1,involved_in,GO:0000724,PMID:19158388,IMP,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20090130,SGD
S000004802,SGS1,involved_in,GO:0000724,PMID:19158388,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20090130,SGD
S000004802,SGS1,involved_in,GO:0000724,PMID:19158388,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20090130,SGD
S000004802,SGS1,involved_in,GO:0000724,PMID:19158388,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20090130,SGD
S000004802,SGS1,involved_in,GO:0000729,PMID:18806779,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20081205,SGD
S000004802,SGS1,involved_in,GO:0000729,PMID:18806779,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20081205,SGD
S000004802,SGS1,involved_in,GO:0006265,PMID:22885009,IDA,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20140121,SGD
S000004802,SGS1,involved_in,GO:0006268,PMID:10366502,IDA,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20020806,SGD
S000004802,SGS1,involved_in,GO:0010520,PMID:18691965,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20090409,SGD
S000001410,RPL40A,located_in,GO:0005634,GO_REF:0000044,IEA,C,Ubiquitin-ribosomal 60S subunit protein L40A fusion protein,YIL148W|CEP52A|L40A|UBI1|UB11|L40e|ubiquitin-ribosomal 60S subunit protein L40A fusion protein|eL40,protein,20210410,UniProt
S000005583,SGT1,involved_in,GO:0034622,PMID:15090617,IDA,P,Cochaperone protein,YOR057W|YOR29-08|co-chaperone SGT1,protein,20170427,SGD
S000004802,SGS1,involved_in,GO:0010947,PMID:18691964,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20090512,SGD
S000004905,TDA1,enables,GO:0106311,GO_REF:0000003,IEA,F,Protein kinase of unknown cellular role,YMR291W|protein kinase TDA1,protein,20210410,UniProt
S000004802,SGS1,involved_in,GO:0031573,PMID:19158388,IMP,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20090130,SGD
S000004802,SGS1,involved_in,GO:0031573,PMID:19158388,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20090130,SGD
S000004802,SGS1,involved_in,GO:0031860,PMID:19595717,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20140227,SGD
S000004802,SGS1,involved_in,GO:0031860,PMID:20808892,IGI,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20110228,SGD
S000004802,SGS1,involved_in,GO:0032508,PMID:18440969,IDA,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20090220,SGD
S000004802,SGS1,involved_in,GO:0045132,PMID:7736577,IMP,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20020806,SGD
S000004802,SGS1,involved_in,GO:0051276,PMID:11138010,IMP,P,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20020806,SGD
S000004802,SGS1,located_in,GO:0005730,PMID:10198430,IDA,C,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20020806,SGD
S000004802,SGS1,part_of,GO:0031422,PMID:15889139,IPI,C,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20050531,SGD
S000004802,SGS1,part_of,GO:0031422,PMID:15889139,IPI,C,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20050531,SGD
S000004802,SGS1,part_of,GO:0031422,PMID:15899853,IDA,C,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20060726,SGD
S000004802,SGS1,part_of,GO:0031422,PMID:25588990,IDA,C,RecQ family nucleolar DNA helicase,YMR190C|ATP-dependent DNA helicase SGS1,protein,20160115,SGD
S000001412,MCM10,involved_in,GO:0006270,GO_REF:0000002,IEA,P,Essential chromatin-associated protein,YIL150C|DNA43,protein,20210410,InterPro
S000004905,TDA1,enables,GO:0106310,GO_REF:0000003,IEA,F,Protein kinase of unknown cellular role,YMR291W|protein kinase TDA1,protein,20210410,UniProt
S000006050,TAF14,involved_in,GO:0001111,PMID:7995524,IC,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20111202,SGD
S000006050,TAF14,involved_in,GO:0001174,PMID:7995524,IC,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20111202,SGD
S000006050,TAF14,involved_in,GO:0006338,PMID:12887900,IC,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20090915,SGD
S000006050,TAF14,involved_in,GO:0006338,PMID:18644858,IC,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20160115,SGD
S000006050,TAF14,involved_in,GO:0006366,PMID:12138208,IDA,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20090819,SGD
S000006050,TAF14,involved_in,GO:0006366,PMID:15448131,IDA,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20090819,SGD
S000006050,TAF14,involved_in,GO:0006367,PMID:1331084,IDA,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20111118,SGD
S000006050,TAF14,involved_in,GO:0006368,PMID:7995524,IC,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20111115,SGD
S000006050,TAF14,involved_in,GO:0016573,PMID:10817755,IDA,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20070329,SGD
S000006050,TAF14,involved_in,GO:0042766,PMID:12887900,IDA,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20100302,SGD
S000006050,TAF14,involved_in,GO:0051123,PMID:10788514,IC,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20090819,SGD
S000006050,TAF14,involved_in,GO:0051123,PMID:7995524,IC,P,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20111122,SGD
S000002864,NHX1,located_in,GO:0016020,GO_REF:0000043,IEA,C,Na+/H+ and K+/H+ exchanger,YDR456W|VPL27|VPS44|NHA2|bifunctional K:H/Na:H antiporter NHX1,protein,20210410,UniProt
S000006050,TAF14,contributes_to,GO:0001139,PMID:7995524,IC,F,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20111005,SGD
S000000483,PAF1,involved_in,GO:1901525,PMID:31525119,IMP,P,Component of the Paf1p complex involved in transcription elongation,YBR279W,protein,20191001,SGD
S000001410,RPL40A,located_in,GO:0005634,GO_REF:0000043,IEA,C,Ubiquitin-ribosomal 60S subunit protein L40A fusion protein,YIL148W|CEP52A|L40A|UBI1|UB11|L40e|ubiquitin-ribosomal 60S subunit protein L40A fusion protein|eL40,protein,20210410,UniProt
S000001412,MCM10,involved_in,GO:0007049,GO_REF:0000043,IEA,P,Essential chromatin-associated protein,YIL150C|DNA43,protein,20210410,UniProt
S000000999,STE20,enables,GO:0106311,GO_REF:0000003,IEA,F,Cdc42p-activated signal transducing kinase,YHL007C|mitogen-activated protein kinase kinase kinase kinase STE20,protein,20210410,UniProt
S000006050,TAF14,located_in,GO:0005634,PMID:22932476,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20130606,SGD
S000006050,TAF14,part_of,GO:0005669,PMID:10788514,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20080724,SGD
S000006050,TAF14,part_of,GO:0005669,PMID:15448131,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20041215,SGD
S000006050,TAF14,part_of,GO:0005674,PMID:12242279,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20110826,SGD
S000006050,TAF14,part_of,GO:0005674,PMID:15896708,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20110826,SGD
S000006050,TAF14,part_of,GO:0005674,PMID:15896708,IPI,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20060313,SGD
S000006050,TAF14,part_of,GO:0005674,PMID:7995524,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20090819,SGD
S000006050,TAF14,part_of,GO:0016514,PMID:18644858,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20091015,SGD
S000006050,TAF14,part_of,GO:0031011,PMID:12887900,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20100302,SGD
S000006050,TAF14,part_of,GO:0031011,PMID:24034245,IPI,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20140122,SGD
S000006050,TAF14,part_of,GO:0033100,PMID:10817755,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20070329,SGD
S000006050,TAF14,part_of,GO:0033100,PMID:17157260,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20070329,SGD
S000006050,TAF14,part_of,GO:1990467,PMID:25104842,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20140909,SGD
S000006050,TAF14,part_of,GO:1990468,PMID:25104842,IDA,C,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,protein,20140909,SGD
S000003183,CLG1,enables,GO:0016538,PMID:8212900,ISA,F,Cyclin-like protein that interacts with Pho85p,YGL215W,protein,20101202,SGD
S000003183,CLG1,enables,GO:0016538,PMID:8212900,ISA,F,Cyclin-like protein that interacts with Pho85p,YGL215W,protein,20101202,SGD
S000003454,PET54,located_in,GO:0005739,PMID:16823961,HDA,C,Mitochondrial inner membrane protein,YGR222W,protein,20061212,SGD
S000005443,ATG34,involved_in,GO:0034622,PMID:20639194,IMP,P,Receptor protein involved in selective autophagy during starvation,YOL083W|ATG19-B,protein,20170427,SGD
S000001802,RPL40B,located_in,GO:0005634,GO_REF:0000044,IEA,C,Ubiquitin-ribosomal 60S subunit protein L40B fusion protein,YKR094C|CEP52B|L40B|UB12|UBI2|L40e|ubiquitin-ribosomal 60S subunit protein L40B fusion protein|eL40,protein,20210410,UniProt
S000003183,CLG1,involved_in,GO:0016239,PMID:20417603,IMP,P,Cyclin-like protein that interacts with Pho85p,YGL215W,protein,20100510,SGD
S000003183,CLG1,part_of,GO:0000307,PMID:9032248,IPI,C,Cyclin-like protein that interacts with Pho85p,YGL215W,protein,20101202,SGD
S000001878,MDJ1,enables,GO:0001671,PMID:9973563,IDA,F,Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity,YFL016C,protein,20080603,SGD
S000001878,MDJ1,enables,GO:0051082,PMID:8943361,IMP,F,Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity,YFL016C,protein,20040722,SGD
S000001878,MDJ1,involved_in,GO:0000002,PMID:10567545,IMP,P,Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity,YFL016C,protein,20080603,SGD
S000001878,MDJ1,involved_in,GO:0006458,PMID:8168133,IMP,P,Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity,YFL016C,protein,20080603,SGD
S000001878,MDJ1,involved_in,GO:0006515,PMID:7957078,IMP,P,Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity,YFL016C,protein,20080603,SGD
S000001878,MDJ1,involved_in,GO:0009408,PMID:8603724,IMP,P,Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity,YFL016C,protein,20080603,SGD
S000001878,MDJ1,involved_in,GO:0042026,PMID:8168133,IMP,P,Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity,YFL016C,protein,20080603,SGD
S000001878,MDJ1,involved_in,GO:0042026,PMID:9973563,IDA,P,Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity,YFL016C,protein,20080603,SGD
S000001878,MDJ1,located_in,GO:0005759,PMID:15383543,IDA,C,Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity,YFL016C,protein,20080603,SGD
S000001878,MDJ1,located_in,GO:0031314,PMID:8168133,IDA,C,Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity,YFL016C,protein,20080603,SGD
S000002202,MTF2,located_in,GO:0005739,PMID:14576278,HDA,C,Mitochondrial protein that interacts with mitochondrial RNA polymerase,YDL044C|NAM1,protein,20040924,SGD
S000004623,MAC1,involved_in,GO:0006878,PMID:8262047,IMP,P,Copper-sensing transcription factor,YMR021C|CUA1,protein,20111028,SGD
S000004623,MAC1,involved_in,GO:0006878,PMID:9211922,IMP,P,Copper-sensing transcription factor,YMR021C|CUA1,protein,20111028,SGD
S000004623,MAC1,involved_in,GO:0045732,PMID:12011036,IMP,P,Copper-sensing transcription factor,YMR021C|CUA1,protein,20111028,SGD
S000004623,MAC1,involved_in,GO:0045944,PMID:8262047,IMP,P,Copper-sensing transcription factor,YMR021C|CUA1,protein,20111028,SGD
S000004623,MAC1,involved_in,GO:0045944,PMID:9159110,IDA,P,Copper-sensing transcription factor,YMR021C|CUA1,protein,20111028,SGD
S000004623,MAC1,located_in,GO:0005634,PMID:8262047,IDA,C,Copper-sensing transcription factor,YMR021C|CUA1,protein,20020930,SGD
S000002202,MTF2,located_in,GO:0005739,PMID:16823961,HDA,C,Mitochondrial protein that interacts with mitochondrial RNA polymerase,YDL044C|NAM1,protein,20061212,SGD
S000005442,ATG19,enables,GO:0030674,PMID:12479808,IMP,F,Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway,YOL082W|CVT19,protein,20080530,SGD
S000005442,ATG19,involved_in,GO:0016050,PMID:15138258,IMP,P,Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway,YOL082W|CVT19,protein,20080530,SGD
S000005442,ATG19,involved_in,GO:0030433,PMID:17238920,IMP,P,Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway,YOL082W|CVT19,protein,20080530,SGD
S000005442,ATG19,located_in,GO:0000407,PMID:12479808,IDA,C,Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway,YOL082W|CVT19,protein,20070430,SGD
S000005442,ATG19,located_in,GO:0000407,PMID:18497569,IDA,C,Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway,YOL082W|CVT19,protein,20090120,SGD
S000005442,ATG19,located_in,GO:0005737,PMID:11382752,IDA,C,Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway,YOL082W|CVT19,protein,20021002,SGD
S000005442,ATG19,located_in,GO:0019898,PMID:11430817,IDA,C,Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway,YOL082W|CVT19,protein,20120810,SGD
S000000100,UTP20,involved_in,GO:0000447,PMID:15590835,IMP,P,Component of the small-subunit (SSU) processome,YBL004W,protein,20070919,SGD
S000000100,UTP20,involved_in,GO:0000447,PMID:17652137,IMP,P,Component of the small-subunit (SSU) processome,YBL004W,protein,20070730,SGD
S000000100,UTP20,involved_in,GO:0000472,PMID:15590835,IMP,P,Component of the small-subunit (SSU) processome,YBL004W,protein,20070919,SGD
S000000100,UTP20,involved_in,GO:0000472,PMID:17652137,IMP,P,Component of the small-subunit (SSU) processome,YBL004W,protein,20070730,SGD
S000000100,UTP20,involved_in,GO:0000480,PMID:15590835,IMP,P,Component of the small-subunit (SSU) processome,YBL004W,protein,20070919,SGD
S000000100,UTP20,involved_in,GO:0000480,PMID:17652137,IMP,P,Component of the small-subunit (SSU) processome,YBL004W,protein,20070730,SGD
S000000100,UTP20,located_in,GO:0005654,PMID:17652137,IDA,C,Component of the small-subunit (SSU) processome,YBL004W,protein,20070730,SGD
S000004829,SKY1,enables,GO:0106310,GO_REF:0000003,IEA,F,SR protein kinase (SRPK),YMR216C|serine/threonine protein kinase SKY1,protein,20210410,UniProt
S000004829,SKY1,enables,GO:0106311,GO_REF:0000003,IEA,F,SR protein kinase (SRPK),YMR216C|serine/threonine protein kinase SKY1,protein,20210410,UniProt
S000002554,EKI1,involved_in,GO:0006657,GO_REF:0000108,IEA,P,Ethanolamine kinase,YDR147W|bifunctional choline kinase/ethanolamine kinase EKI1,protein,20210411,GOC
S000002554,EKI1,involved_in,GO:0006646,GO_REF:0000041,IEA,P,Ethanolamine kinase,YDR147W|bifunctional choline kinase/ethanolamine kinase EKI1,protein,20210410,UniProt
S000000100,UTP20,located_in,GO:0005730,PMID:15590835,IDA,C,Component of the small-subunit (SSU) processome,YBL004W,protein,20060315,SGD
S000000100,UTP20,located_in,GO:0005730,PMID:17652137,IDA,C,Component of the small-subunit (SSU) processome,YBL004W,protein,20070730,SGD
S000000100,UTP20,located_in,GO:0005737,PMID:17652137,IDA,C,Component of the small-subunit (SSU) processome,YBL004W,protein,20070730,SGD
S000000100,UTP20,part_of,GO:0030686,PMID:17652137,IDA,C,Component of the small-subunit (SSU) processome,YBL004W,protein,20090605,SGD
