gene_id,gene_name,qualifier,go_id,reference,evidence_code,go_aspect,full_name,synonyms,object_type,date,source
S000003838,MIR1,located_in,GO:0016021,GO_REF:0000043,IEA,C,Mitochondrial phosphate carrier,YJR077C|PTP,protein,20210410,UniProt
S000004583,VAN1,involved_in,GO:0030435,GO_REF:0000043,IEA,P,Component of the mannan polymerase I,YML115C|VRG7|VRG8|LDB13,protein,20210410,UniProt
S000004583,VAN1,involved_in,GO:0040008,GO_REF:0000043,IEA,P,Component of the mannan polymerase I,YML115C|VRG7|VRG8|LDB13,protein,20210410,UniProt
S000001664,PRS1,involved_in,GO:0006015,GO_REF:0000041,IEA,P,5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase,YKL181W|PRP1|ribose phosphate diphosphokinase subunit PRS1,protein,20210410,UniProt
S000001664,PRS1,involved_in,GO:0009165,GO_REF:0000043,IEA,P,5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase,YKL181W|PRP1|ribose phosphate diphosphokinase subunit PRS1,protein,20210410,UniProt
S000001664,PRS1,involved_in,GO:0016310,GO_REF:0000043,IEA,P,5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase,YKL181W|PRP1|ribose phosphate diphosphokinase subunit PRS1,protein,20210410,UniProt
S000004583,VAN1,involved_in,GO:0097502,GO_REF:0000108,IEA,P,Component of the mannan polymerase I,YML115C|VRG7|VRG8|LDB13,protein,20210411,GOC
S000004583,VAN1,located_in,GO:0000139,GO_REF:0000044,IEA,C,Component of the mannan polymerase I,YML115C|VRG7|VRG8|LDB13,protein,20210410,UniProt
S000004583,VAN1,located_in,GO:0005783,GO_REF:0000043,IEA,C,Component of the mannan polymerase I,YML115C|VRG7|VRG8|LDB13,protein,20210410,UniProt
S000002903,VPS3,located_in,GO:0005737,GO_REF:0000043,IEA,C,Component of CORVET membrane tethering complex,YDR495C|PEP6|VPL3|VPT17|CORVET complex subunit VPS3,protein,20210410,UniProt
S000002903,VPS3,located_in,GO:0005737,GO_REF:0000044,IEA,C,Component of CORVET membrane tethering complex,YDR495C|PEP6|VPL3|VPT17|CORVET complex subunit VPS3,protein,20210410,UniProt
S000004816,TOM40,enables,GO:0008320,GO_REF:0000002,IEA,F,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,InterPro
S000004816,TOM40,enables,GO:0008320,GO_REF:0000002,IEA,F,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,InterPro
S000004816,TOM40,enables,GO:0015288,GO_REF:0000043,IEA,F,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,UniProt
S000001376,POR2,located_in,GO:0005741,GO_REF:0000002,IEA,C,Putative mitochondrial porin (voltage-dependent anion channel),YIL114C|YVDAC2|putative porin POR2,protein,20210410,InterPro
S000001376,POR2,located_in,GO:0005741,GO_REF:0000002,IEA,C,Putative mitochondrial porin (voltage-dependent anion channel),YIL114C|YVDAC2|putative porin POR2,protein,20210410,InterPro
S000001367,SLM1,part_of,GO:0031932,GO_REF:0000002,IEA,C,"Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p","YIL105C|LIT2|phosphatidylinositol 4,5-bisphosphate-binding protein",protein,20210410,InterPro
S000004175,RPL37A,located_in,GO:0005840,GO_REF:0000043,IEA,C,Ribosomal 60S subunit protein L37A,YLR185W|L37A|L43|YL35|L37e|eL37|ribosomal 60S subunit protein L37A,protein,20210410,UniProt
S000004317,RPL38,enables,GO:0003735,GO_REF:0000002,IEA,F,Ribosomal 60S subunit protein L38,YLR325C|L38|L38e|eL38|ribosomal 60S subunit protein L38,protein,20210410,InterPro
S000004317,RPL38,involved_in,GO:0006412,GO_REF:0000002,IEA,P,Ribosomal 60S subunit protein L38,YLR325C|L38|L38e|eL38|ribosomal 60S subunit protein L38,protein,20210410,InterPro
S000000259,PRP6,part_of,GO:0046540,PMID:8479905,IDA,C,Splicing factor,YBR055C|RNA6|TSM7269|U4/U6-U5 snRNP complex subunit PRP6,protein,20150708,GO_Central
S000004816,TOM40,located_in,GO:0016020,GO_REF:0000043,IEA,C,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,UniProt
S000004816,TOM40,located_in,GO:0016021,GO_REF:0000043,IEA,C,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,UniProt
S000004816,TOM40,part_of,GO:0046930,GO_REF:0000043,IEA,C,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,UniProt
S000000137,PRE7,part_of,GO:0000502,GO_REF:0000043,IEA,C,Beta 6 subunit of the 20S proteasome,YBL041W|PRS3|proteasome core particle subunit beta 6,protein,20210410,UniProt
S000001191,IMP3,involved_in,GO:0006364,GO_REF:0000043,IEA,P,Component of the SSU processome,YHR148W|snoRNA-binding rRNA-processing protein IMP3,protein,20210410,UniProt
S000001191,IMP3,involved_in,GO:0042254,GO_REF:0000043,IEA,P,Component of the SSU processome,YHR148W|snoRNA-binding rRNA-processing protein IMP3,protein,20210410,UniProt
S000001191,IMP3,located_in,GO:0005634,GO_REF:0000043,IEA,C,Component of the SSU processome,YHR148W|snoRNA-binding rRNA-processing protein IMP3,protein,20210410,UniProt
S000001191,IMP3,located_in,GO:0005730,GO_REF:0000044,IEA,C,Component of the SSU processome,YHR148W|snoRNA-binding rRNA-processing protein IMP3,protein,20210410,UniProt
S000001192,SKG6,located_in,GO:0016020,GO_REF:0000043,IEA,C,Integral membrane protein,YHR149C,protein,20210410,UniProt
S000001192,SKG6,located_in,GO:0016020,GO_REF:0000044,IEA,C,Integral membrane protein,YHR149C,protein,20210410,UniProt
S000001192,SKG6,located_in,GO:0016021,GO_REF:0000043,IEA,C,Integral membrane protein,YHR149C,protein,20210410,UniProt
S000001801,PTR2,involved_in,GO:0015031,GO_REF:0000043,IEA,P,Integral membrane peptide transporter,YKR093W,protein,20210410,UniProt
S000001801,PTR2,involved_in,GO:0015833,GO_REF:0000043,IEA,P,Integral membrane peptide transporter,YKR093W,protein,20210410,UniProt
S000000259,PRP6,part_of,GO:0071001,PMID:2147224,IMP,C,Splicing factor,YBR055C|RNA6|TSM7269|U4/U6-U5 snRNP complex subunit PRP6,protein,20150708,GO_Central
S000002188,PRP9,involved_in,GO:0000395,PMID:2147224,IMP,P,Subunit of the SF3a splicing factor complex,YDL030W|SF3a splicing factor complex subunit PRP9,protein,20150708,GO_Central
S000002188,PRP9,involved_in,GO:0000398,PMID:2147224,IMP,P,Subunit of the SF3a splicing factor complex,YDL030W|SF3a splicing factor complex subunit PRP9,protein,20150708,GO_Central
S000000375,SEC66,contributes_to,GO:0008320,PMID:9252322,IDA,F,Non-essential subunit of Sec63 complex,YBR171W|HSS1|SEC71|Sec63 complex subunit SEC66|KAR7,protein,20190402,SGD
S000004639,MIH1,enables,GO:0004721,GO_REF:0000043,IEA,F,Protein tyrosine phosphatase involved in cell cycle control and retrog,YMR036C|putative tyrosine protein phosphatase MIH1,protein,20210410,UniProt
S000004639,MIH1,enables,GO:0016787,GO_REF:0000043,IEA,F,Protein tyrosine phosphatase involved in cell cycle control and retrog,YMR036C|putative tyrosine protein phosphatase MIH1,protein,20210410,UniProt
S000004639,MIH1,involved_in,GO:0007049,GO_REF:0000043,IEA,P,Protein tyrosine phosphatase involved in cell cycle control and retrog,YMR036C|putative tyrosine protein phosphatase MIH1,protein,20210410,UniProt
S000004639,MIH1,involved_in,GO:0051301,GO_REF:0000043,IEA,P,Protein tyrosine phosphatase involved in cell cycle control and retrog,YMR036C|putative tyrosine protein phosphatase MIH1,protein,20210410,UniProt
S000004291,EXG1,enables,GO:0016787,GO_REF:0000043,IEA,F,"Major exo-1,3-beta-glucanase of the cell wall","YLR300W|BGL1|glucan 1,3-beta-glucosidase|SCW6",protein,20210410,UniProt
S000004291,EXG1,enables,GO:0016798,GO_REF:0000043,IEA,F,"Major exo-1,3-beta-glucanase of the cell wall","YLR300W|BGL1|glucan 1,3-beta-glucosidase|SCW6",protein,20210410,UniProt
S000000137,PRE7,located_in,GO:0005634,GO_REF:0000043,IEA,C,Beta 6 subunit of the 20S proteasome,YBL041W|PRS3|proteasome core particle subunit beta 6,protein,20210410,UniProt
S000000137,PRE7,located_in,GO:0005737,GO_REF:0000043,IEA,C,Beta 6 subunit of the 20S proteasome,YBL041W|PRS3|proteasome core particle subunit beta 6,protein,20210410,UniProt
S000000137,PRE7,located_in,GO:0005737,GO_REF:0000044,IEA,C,Beta 6 subunit of the 20S proteasome,YBL041W|PRS3|proteasome core particle subunit beta 6,protein,20210410,UniProt
S000005780,SEC63,enables,GO:0008320,PMID:9252322,IDA,F,Essential subunit of Sec63 complex,YOR254C|PTL1|protein-transporting protein SEC63,protein,20190402,SGD
S000006015,SEC62,enables,GO:0008320,PMID:9252322,IDA,F,Essential subunit of Sec63 complex,YPL094C|LPG14|Sec63 complex subunit SEC62,protein,20190402,SGD
S000003966,FPS1,enables,GO:0015168,PMID:7729414,IDA,F,"Aquaglyceroporin, plasma membrane channel",YLL043W,protein,20190401,SGD
S000003966,FPS1,enables,GO:0015168,PMID:7729414,IMP,F,"Aquaglyceroporin, plasma membrane channel",YLL043W,protein,20190401,SGD
S000003966,FPS1,enables,GO:0015168,PMID:8550015,IDA,F,"Aquaglyceroporin, plasma membrane channel",YLL043W,protein,20190401,SGD
S000003966,FPS1,enables,GO:0015168,PMID:8550015,IMP,F,"Aquaglyceroporin, plasma membrane channel",YLL043W,protein,20190401,SGD
S000000530,AGP1,located_in,GO:0005886,PMID:27226538,IDA,C,"Broad-specificity, low-affinity amino acid permease",YCL025C|YCC5|amino acid transporter AGP1|WAP1,protein,20190404,SGD
S000000550,EMC1,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved endoplasmic reticulum membrane complex,YCL045C,protein,20190404,SGD
S000000550,EMC1,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved endoplasmic reticulum membrane complex,YCL045C,protein,20190404,SGD
S000000550,EMC1,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved endoplasmic reticulum membrane complex,YCL045C,protein,20190404,SGD
S000000550,EMC1,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved endoplasmic reticulum membrane complex,YCL045C,protein,20190404,SGD
S000000550,EMC1,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved endoplasmic reticulum membrane complex,YCL045C,protein,20190404,SGD
S000000072,CDC15,enables,GO:0004674,PMID:11404483,IDA,F,Hippo-like kinase of the Mitotic Exit Network,YAR019C|LYT1|serine/threonine protein kinase CDC15|RLT1,protein,20190401,SGD
S000000072,CDC15,enables,GO:0004674,PMID:11404483,IDA,F,Hippo-like kinase of the Mitotic Exit Network,YAR019C|LYT1|serine/threonine protein kinase CDC15|RLT1,protein,20190401,SGD
S000000072,CDC15,enables,GO:0004674,PMID:23579499,IDA,F,Hippo-like kinase of the Mitotic Exit Network,YAR019C|LYT1|serine/threonine protein kinase CDC15|RLT1,protein,20190402,SGD
S000000072,CDC15,enables,GO:0004674,PMID:23579499,IMP,F,Hippo-like kinase of the Mitotic Exit Network,YAR019C|LYT1|serine/threonine protein kinase CDC15|RLT1,protein,20190402,SGD
S000000072,CDC15,involved_in,GO:0018105,PMID:11404483,IDA,P,Hippo-like kinase of the Mitotic Exit Network,YAR019C|LYT1|serine/threonine protein kinase CDC15|RLT1,protein,20190401,SGD
S000000072,CDC15,involved_in,GO:0018105,PMID:23579499,IMP,P,Hippo-like kinase of the Mitotic Exit Network,YAR019C|LYT1|serine/threonine protein kinase CDC15|RLT1,protein,20190402,SGD
S000000072,CDC15,involved_in,GO:0018107,PMID:11404483,IDA,P,Hippo-like kinase of the Mitotic Exit Network,YAR019C|LYT1|serine/threonine protein kinase CDC15|RLT1,protein,20190401,SGD
S000000072,CDC15,involved_in,GO:0018107,PMID:23579499,IMP,P,Hippo-like kinase of the Mitotic Exit Network,YAR019C|LYT1|serine/threonine protein kinase CDC15|RLT1,protein,20190402,SGD
S000005900,NUD1,enables,GO:0035591,PMID:23579499,IMP,F,Mitotic exit network (MEN) scaffold protein,YOR373W,protein,20190402,SGD
S000005900,NUD1,enables,GO:0035591,PMID:23579499,IPI,F,Mitotic exit network (MEN) scaffold protein,YOR373W,protein,20190402,SGD
S000005900,NUD1,involved_in,GO:0030953,PMID:11101520,IMP,P,Mitotic exit network (MEN) scaffold protein,YOR373W,protein,20190402,SGD
S000005900,NUD1,involved_in,GO:0031536,PMID:11101520,IMP,P,Mitotic exit network (MEN) scaffold protein,YOR373W,protein,20190402,SGD
S000005900,NUD1,involved_in,GO:0031536,PMID:11101520,IGI,P,Mitotic exit network (MEN) scaffold protein,YOR373W,protein,20190402,SGD
S000005900,NUD1,involved_in,GO:0031536,PMID:11101520,IGI,P,Mitotic exit network (MEN) scaffold protein,YOR373W,protein,20190402,SGD
S000005900,NUD1,involved_in,GO:0031536,PMID:11101520,IGI,P,Mitotic exit network (MEN) scaffold protein,YOR373W,protein,20190402,SGD
S000005900,NUD1,involved_in,GO:0031536,PMID:23579499,IMP,P,Mitotic exit network (MEN) scaffold protein,YOR373W,protein,20190402,SGD
S000004370,SEC61,enables,GO:0008320,PMID:9252322,IDA,F,Conserved ER protein translocation channel,YLR378C|translocon subunit SEC61,protein,20190402,SGD
S000002493,SSS1,enables,GO:0008320,PMID:9252322,IDA,F,Subunit of the Sec61p translocation complex (Sec61p-Sss1p-Sbh1p),YDR086C|translocon subunit SSS1,protein,20190402,SGD
S000001690,EMC3,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YKL207W|AIM27,protein,20190404,SGD
S000001690,EMC3,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YKL207W|AIM27,protein,20190404,SGD
S000001020,WSC4,enables,GO:0008320,PMID:10196219,IMP,F,Endoplasmic reticulum (ER) membrane protein,YHL028W|YHC8|YFW1,protein,20190402,SGD
S000003736,ACO2,enables,GO:0003994,PMID:14576278,ISS,F,Putative mitochondrial aconitase isozyme,YJL200C|aconitate hydratase ACO2,protein,20190404,SGD
S000004283,SEC72,enables,GO:0008320,PMID:9252322,IDA,F,Non-essential subunit of Sec63 complex,YLR292C|SEC67|SIM2|Sec63 complex subunit SEC72,protein,20190402,SGD
S000000820,SPC25,involved_in,GO:0098653,PMID:11179222,IMP,P,Component of the kinetochore-associated Ndc80 complex,YER018C|kinetochore-associated Ndc80 complex subunit SPC25,protein,20190403,SGD
S000000564,KRR1,part_of,GO:0030688,PMID:15167894,IDA,C,Nucleolar protein required for rRNA synthesis and ribosomal assembly,YCL059C|ribosome biosynthesis protein KRR1,protein,20150320,GO_Central
S000002284,CDC48,involved_in,GO:0006274,PMID:31509741,IDA,P,AAA ATPase with protein-unfoldase activity,YDL126C|AAA family ATPase CDC48,protein,20190917,SGD
S000000912,KAP123,enables,GO:0061608,PMID:9182759,IPI,F,Karyopherin beta,YER110C|YRB4,protein,20190402,SGD
S000000912,KAP123,enables,GO:0061608,PMID:9321403,IDA,F,Karyopherin beta,YER110C|YRB4,protein,20190402,SGD
S000000912,KAP123,enables,GO:0061608,PMID:9321403,IMP,F,Karyopherin beta,YER110C|YRB4,protein,20190402,SGD
S000000942,EMP65,involved_in,GO:0034975,PMID:19325107,HGI,P,Integral membrane protein of the ER,YER140W,protein,20190404,SGD
S000000942,EMP65,involved_in,GO:0034975,PMID:19325107,HGI,P,Integral membrane protein of the ER,YER140W,protein,20190404,SGD
S000000942,EMP65,involved_in,GO:0034975,PMID:19325107,HGI,P,Integral membrane protein of the ER,YER140W,protein,20190404,SGD
S000000942,EMP65,involved_in,GO:0034975,PMID:19325107,HGI,P,Integral membrane protein of the ER,YER140W,protein,20190404,SGD
S000000942,EMP65,involved_in,GO:0034975,PMID:19325107,HGI,P,Integral membrane protein of the ER,YER140W,protein,20190404,SGD
S000001368,MOB1,involved_in,GO:0000281,PMID:11564880,IMP,P,Component of the mitotic exit network,YIL106W,protein,20190401,SGD
S000001368,MOB1,involved_in,GO:0007096,PMID:9436989,IMP,P,Component of the mitotic exit network,YIL106W,protein,20190401,SGD
S000001368,MOB1,involved_in,GO:0007096,PMID:9436989,IGI,P,Component of the mitotic exit network,YIL106W,protein,20190401,SGD
S000001368,MOB1,involved_in,GO:0007096,PMID:9436989,IGI,P,Component of the mitotic exit network,YIL106W,protein,20190401,SGD
S000001368,MOB1,involved_in,GO:0007096,PMID:9436989,IGI,P,Component of the mitotic exit network,YIL106W,protein,20190401,SGD
S000001368,MOB1,located_in,GO:0005935,PMID:11564880,IDA,C,Component of the mitotic exit network,YIL106W,protein,20190401,SGD
S000001368,MOB1,located_in,GO:0044732,PMID:11564880,IDA,C,Component of the mitotic exit network,YIL106W,protein,20190401,SGD
S000001289,EMC5,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YIL027C|KRE27,protein,20190404,SGD
S000001289,EMC5,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YIL027C|KRE27,protein,20190404,SGD
S000001289,EMC5,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YIL027C|KRE27,protein,20190404,SGD
S000001289,EMC5,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YIL027C|KRE27,protein,20190404,SGD
S000001289,EMC5,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YIL027C|KRE27,protein,20190404,SGD
S000001289,EMC5,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YIL027C|KRE27,protein,20190404,SGD
S000003848,EMC2,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YJR088C,protein,20190404,SGD
S000003848,EMC2,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YJR088C,protein,20190404,SGD
S000003848,EMC2,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YJR088C,protein,20190404,SGD
S000003848,EMC2,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YJR088C,protein,20190404,SGD
S000002128,SBH1,enables,GO:0008320,PMID:9252322,IDA,F,Beta subunit of Sec61p ER translocation complex (Sec61p-Sss1p-Sbh1p),YER087C-B|YER087C-A|SEB1|Arf family guanine nucleotide exchange factor SBH1,protein,20190402,SGD
S000003200,EMC4,involved_in,GO:0034975,PMID:19325107,HGI,P,Member of conserved ER transmembrane complex,YGL231C|chaperone EMC4,protein,20190404,SGD
S000002186,MPS1,involved_in,GO:0006468,PMID:9436989,IDA,P,Dual-specificity kinase,YDL028C|RPK1|serine/threonine/tyrosine protein kinase MPS1|PAC8,protein,20190401,SGD
S000002186,MPS1,involved_in,GO:0046777,PMID:9436989,IDA,P,Dual-specificity kinase,YDL028C|RPK1|serine/threonine/tyrosine protein kinase MPS1|PAC8,protein,20190401,SGD
S000002568,ACL4,involved_in,GO:0051083,PMID:19325107,HGI,P,Specific assembly chaperone for ribosomal protein Rpl4a/Rpl4b,YDR161W,protein,20190404,SGD
S000004723,SPC24,involved_in,GO:0098653,PMID:11179222,IMP,P,Component of the kinetochore-associated Ndc80 complex,YMR117C|kinetochore-associated Ndc80 complex subunit SPC24,protein,20190403,SGD
S000004094,LCL2,involved_in,GO:0030433,PMID:19325107,HGI,P,Putative protein of unknown function,YLR104W,protein,20190404,SGD
S000004094,LCL2,involved_in,GO:0030433,PMID:19325107,HGI,P,Putative protein of unknown function,YLR104W,protein,20190404,SGD
S000004094,LCL2,involved_in,GO:0030433,PMID:19325107,HGI,P,Putative protein of unknown function,YLR104W,protein,20190404,SGD
S000004094,LCL2,involved_in,GO:0030433,PMID:19325107,HGI,P,Putative protein of unknown function,YLR104W,protein,20190404,SGD
S000005690,GET4,involved_in,GO:0045048,PMID:19325107,HGI,P,Protein involved in inserting tail-anchored proteins into ER membranes,YOR164C|ENV8,protein,20190404,SGD
S000005690,GET4,involved_in,GO:0045048,PMID:19325107,HGI,P,Protein involved in inserting tail-anchored proteins into ER membranes,YOR164C|ENV8,protein,20190404,SGD
S000005690,GET4,involved_in,GO:0045048,PMID:19325107,HGI,P,Protein involved in inserting tail-anchored proteins into ER membranes,YOR164C|ENV8,protein,20190404,SGD
