gene_id,gene_name,full_name,qualifier,go_id,evidence,go_aspect,synonyms,date,assigned_by
S000006050,TAF14,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",involved_in,GO:0006366,IDA,P,YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,20090819,SGD
S000006050,TAF14,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes",involved_in,GO:0006366,IDA,P,YPL129W|ANC1|TafII30|SWP29|TAF30|TFG3|TATA-binding protein-associated factor TAF14,20090819,SGD
S000004623,MAC1,Copper-sensing transcription factor,involved_in,GO:0045944,IMP,P,YMR021C|CUA1,20111028,SGD
S000004623,MAC1,Copper-sensing transcription factor,involved_in,GO:0045944,IDA,P,YMR021C|CUA1,20111028,SGD
S000003663,SPT10,Histone H3 acetylase with a role in transcriptional regulation,involved_in,GO:0000122,IMP,P,YJL127C|CRE1|SUD1,20070604,SGD
S000004791,SPT21,Protein with a role in transcriptional silencing,involved_in,GO:0006357,IMP,P,YMR179W,20021114,SGD
S000001503,SPT23,ER membrane protein involved in regulation of OLE1 transcription,involved_in,GO:0045944,IMP,P,YKL020C,20021023,SGD
S000004216,BUR2,Cyclin for the Sgv1p (Bur1p) protein kinase,involved_in,GO:0006357,IEA,P,YLR226W|CST4,20210410,InterPro
S000001540,NUP120,Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC),involved_in,GO:0000122,IMP,P,YKL057C|RAT2,20120607,SGD
S000001540,NUP120,Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC),involved_in,GO:0045944,IMP,P,YKL057C|RAT2,20120607,SGD
S000001772,OAF3,Putative transcriptional repressor with Zn(2)-Cys(6) finger,involved_in,GO:0000122,IMP,P,YKR064W,20110923,SGD
S000001526,PHD1,Transcriptional activator that enhances pseudohyphal growth,enables,GO:0003700,IMP,F,YKL043W,20061026,SGD
S000001526,PHD1,Transcriptional activator that enhances pseudohyphal growth,involved_in,GO:0045944,IMP,P,YKL043W,20051211,SGD
S000001511,TFA1,TFIIE large subunit,involved_in,GO:0006366,IDA,P,YKL028W|transcription factor TFIIE subunit TFA1,20120113,SGD
S000001511,TFA1,TFIIE large subunit,involved_in,GO:0006366,IDA,P,YKL028W|transcription factor TFIIE subunit TFA1,20120113,SGD
S000001511,TFA1,TFIIE large subunit,involved_in,GO:0006366,IDA,P,YKL028W|transcription factor TFIIE subunit TFA1,20120113,SGD
S000001511,TFA1,TFIIE large subunit,involved_in,GO:0006366,IMP,P,YKL028W|transcription factor TFIIE subunit TFA1,20120113,SGD
S000001511,TFA1,TFIIE large subunit,involved_in,GO:0006366,IMP,P,YKL028W|transcription factor TFIIE subunit TFA1,20120113,SGD
S000001488,BYE1,Negative regulator of transcription elongation,involved_in,GO:0000122,IMP,P,YKL005C,20110606,SGD
S000001488,BYE1,Negative regulator of transcription elongation,involved_in,GO:0000122,IGI,P,YKL005C,20110606,SGD
S000001737,SET3,Defining member of the SET3 histone deacetylase complex,involved_in,GO:0006355,IMP,P,YKR029C|histone-binding protein SET3,20091021,SGD
S000001744,CAF4,WD40 repeat-containing protein associated with the CCR4-NOT complex,involved_in,GO:0006357,IMP,P,YKR036C,20090925,SGD
S000001744,CAF4,WD40 repeat-containing protein associated with the CCR4-NOT complex,involved_in,GO:0006357,IPI,P,YKR036C,20090925,SGD
S000001746,KAE1,Highly conserved ATPase of HSP70/DnaK family,involved_in,GO:0045944,IPI,P,YKR038C|tRNA N6-adenosine threonylcarbamoyltransferase,20060829,SGD
S000001770,TFA2,TFIIE small subunit,involved_in,GO:0006366,IDA,P,YKR062W|transcription factor TFIIE subunit TFA2,20120113,SGD
S000001770,TFA2,TFIIE small subunit,involved_in,GO:0006366,IDA,P,YKR062W|transcription factor TFIIE subunit TFA2,20120113,SGD
S000001770,TFA2,TFIIE small subunit,involved_in,GO:0006366,IDA,P,YKR062W|transcription factor TFIIE subunit TFA2,20120113,SGD
S000001770,TFA2,TFIIE small subunit,involved_in,GO:0006366,IGI,P,YKR062W|transcription factor TFIIE subunit TFA2,20120113,SGD
S000001790,NUP133,Subunit of Nup84p subcomplex of nuclear pore complex (NPC),involved_in,GO:0000122,IMP,P,YKR082W|RAT3,20120607,SGD
S000001790,NUP133,Subunit of Nup84p subcomplex of nuclear pore complex (NPC),involved_in,GO:0045944,IMP,P,YKR082W|RAT3,20120607,SGD
S000005346,PUL4,Putative zinc-cluster transcription factor,involved_in,GO:0006351,IEA,P,YNR063W,20210410,InterPro
S000005346,PUL4,Putative zinc-cluster transcription factor,involved_in,GO:0006355,IEA,P,YNR063W,20210410,InterPro
S000005346,PUL4,Putative zinc-cluster transcription factor,involved_in,GO:0006355,IEA,P,YNR063W,20210410,InterPro
S000006229,CCL1,Cyclin partner of the cyclin-dependent kinase (CDK) Kin28p,involved_in,GO:0006366,IDA,P,YPR025C|TFIIH complex kinase subunit CCL1,20100519,SGD
S000000386,SMP1,MADS-box transcription factor involved in osmotic stress response,enables,GO:0003700,IC,F,YBR182C,20141022,SGD
S000000386,SMP1,MADS-box transcription factor involved in osmotic stress response,enables,GO:0003700,IC,F,YBR182C,20141022,SGD
S000000402,TAF5,Subunit (90 kDa) of TFIID and SAGA complexes,involved_in,GO:0006366,IDA,P,YBR198C|TAF90|TafII90|chromatin modification protein,20090826,SGD
S000000402,TAF5,Subunit (90 kDa) of TFIID and SAGA complexes,involved_in,GO:0006366,IDA,P,YBR198C|TAF90|TafII90|chromatin modification protein,20090826,SGD
S000006010,RLM1,MADS-box transcription factor,involved_in,GO:0045944,IEA,P,YPL089C,20210410,InterPro
S000000443,ERT1,Transcriptional regulator,involved_in,GO:0000122,IMP,P,YBR239C,20140902,SGD
S000000444,THI2,Transcriptional activator of thiamine biosynthetic genes,involved_in,GO:0045944,IDA,P,YBR240C|PHO6|phoF,20111005,SGD
S000000449,ISW1,ATPase subunit of imitation-switch (ISWI) class chromatin remodelers,involved_in,GO:0045944,IMP,P,YBR245C|SGN2|chromatin-remodeling ATPase ISW1,20090513,SGD
S000000199,RTG3,bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways,involved_in,GO:0045944,IMP,P,YBL103C,20120103,SGD
S000000199,RTG3,bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways,involved_in,GO:0045944,IDA,P,YBL103C,20141030,SGD
S000000199,RTG3,bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways,involved_in,GO:0045944,IMP,P,YBL103C,20141030,SGD
S000000199,RTG3,bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways,involved_in,GO:0045944,IDA,P,YBL103C,20111213,SGD
S000000199,RTG3,bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways,involved_in,GO:0045944,IMP,P,YBL103C,20111213,SGD
S000003977,YLL054C,Putative protein of unknown function with similarity to Pip2p,involved_in,GO:0006355,IEA,P,YLL054C,20210410,InterPro
S000003977,YLL054C,Putative protein of unknown function with similarity to Pip2p,involved_in,GO:0006355,IEA,P,YLL054C,20210410,InterPro
S000000299,RXT2,Component of the histone deacetylase Rpd3L complex,involved_in,GO:0000122,IMP,P,YBR095C|RAF60,20060808,SGD
S000004218,ECM22,Sterol regulatory element binding protein,involved_in,GO:0006355,IEA,P,YLR228C,20210410,InterPro
S000004218,ECM22,Sterol regulatory element binding protein,involved_in,GO:0006355,IEA,P,YLR228C,20210410,InterPro
S000000307,SIF2,WD40 repeat-containing subunit of Set3C histone deacetylase complex,involved_in,GO:0006355,IMP,P,YBR103W|EMB1,20091021,SGD
S000000397,MED8,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IDA,P,YBR193C,20110815,SGD
S000000397,MED8,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YBR193C,20110815,SGD
S000000483,PAF1,Component of the Paf1p complex involved in transcription elongation,involved_in,GO:0000122,IMP,P,YBR279W,20111028,SGD
S000000483,PAF1,Component of the Paf1p complex involved in transcription elongation,involved_in,GO:0006357,IMP,P,YBR279W,20111020,SGD
S000004876,SAP30,Component of Rpd3L histone deacetylase complex,involved_in,GO:0045944,IMP,P,YMR263W,20100712,SGD
S000004876,SAP30,Component of Rpd3L histone deacetylase complex,involved_in,GO:0045944,IMP,P,YMR263W,20140930,SGD
S000004876,SAP30,Component of Rpd3L histone deacetylase complex,involved_in,GO:0045944,IMP,P,YMR263W,20140930,SGD
S000003095,SOH1,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0006366,IDA,P,YGL127C|MED31|mediator complex subunit SOH1,20090420,SGD
S000002329,UGA3,Transcriptional activator for GABA-dependent induction of GABA genes,involved_in,GO:0006355,IEA,P,YDL170W,20210410,InterPro
S000002329,UGA3,Transcriptional activator for GABA-dependent induction of GABA genes,involved_in,GO:0006355,IEA,P,YDL170W,20210410,InterPro
S000002329,UGA3,Transcriptional activator for GABA-dependent induction of GABA genes,involved_in,GO:0045944,IEA,P,YDL170W,20210411,GOC
S000001221,STB5,Transcription factor,enables,GO:0003700,IDA,F,YHR178W,20050114,SGD
S000001221,STB5,Transcription factor,enables,GO:0003700,IMP,F,YHR178W,20020617,SGD
S000001048,STP2,Transcription factor,involved_in,GO:0045944,IMP,P,YHR006W,20021023,SGD
S000005201,SIP3,Putative sterol transfer protein,involved_in,GO:0045944,IDA,P,YNL257C|LAM3,20080212,SGD
S000001001,YAP3,Basic leucine zipper (bZIP) transcription factor,enables,GO:0003700,IDA,F,YHL009C,20021021,SGD
S000001001,YAP3,Basic leucine zipper (bZIP) transcription factor,involved_in,GO:0006357,IDA,P,YHL009C,20021021,SGD
S000001098,RSC30,Component of the RSC chromatin remodeling complex,involved_in,GO:0006355,IMP,P,YHR056C,20010625,SGD
S000001100,MED6,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IDA,P,YHR058C|mediator complex subunit MED6,20110815,SGD
S000001100,MED6,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YHR058C|mediator complex subunit MED6,20110815,SGD
S000001141,TRA1,Subunit of SAGA and NuA4 histone acetyltransferase complexes,involved_in,GO:0045944,IMP,P,YHR099W|histone acetyltransferase TRA1,20110104,SGD
S000001161,SET1,"Histone methyltransferase, subunit of the COMPASS (Set1C) complex",involved_in,GO:0000122,IMP,P,YHR119W|YTX1|KMT2|histone methyltransferase SET1,20160811,SGD
S000001161,SET1,"Histone methyltransferase, subunit of the COMPASS (Set1C) complex",involved_in,GO:0045944,IMP,P,YHR119W|YTX1|KMT2|histone methyltransferase SET1,20160811,SGD
S000001166,NDT80,Meiosis-specific transcription factor,enables,GO:0003700,IDA,F,YHR124W|transcription factor NDT80,20020307,SGD
S000001166,NDT80,Meiosis-specific transcription factor,enables,GO:0003700,IMP,F,YHR124W|transcription factor NDT80,20020307,SGD
S000001166,NDT80,Meiosis-specific transcription factor,involved_in,GO:0045944,IMP,P,YHR124W|transcription factor NDT80,20150319,SGD
S000001166,NDT80,Meiosis-specific transcription factor,involved_in,GO:0045944,IMP,P,YHR124W|transcription factor NDT80,20150319,SGD
S000001166,NDT80,Meiosis-specific transcription factor,involved_in,GO:0045944,IMP,P,YHR124W|transcription factor NDT80,20150319,SGD
S000001166,NDT80,Meiosis-specific transcription factor,involved_in,GO:0045944,IMP,P,YHR124W|transcription factor NDT80,20150319,SGD
S000001166,NDT80,Meiosis-specific transcription factor,involved_in,GO:0045944,IMP,P,YHR124W|transcription factor NDT80,20150319,SGD
S000001166,NDT80,Meiosis-specific transcription factor,involved_in,GO:0045944,IMP,P,YHR124W|transcription factor NDT80,20150319,SGD
S000001166,NDT80,Meiosis-specific transcription factor,involved_in,GO:0045944,IMP,P,YHR124W|transcription factor NDT80,20150319,SGD
S000001166,NDT80,Meiosis-specific transcription factor,involved_in,GO:0045944,IMP,P,YHR124W|transcription factor NDT80,20150319,SGD
S000001166,NDT80,Meiosis-specific transcription factor,involved_in,GO:0045944,IMP,P,YHR124W|transcription factor NDT80,20150319,SGD
S000001220,ROF1,Putative transcription factor containing a WOPR domain,involved_in,GO:0045944,ISS,P,YHR177W,20141006,SGD
S000001249,SKN7,Nuclear response regulator and transcription factor,enables,GO:0003700,IDA,F,YHR206W|BRY1|POS9|kinase-regulated stress-responsive transcription factor SKN7,20050117,SGD
S000001249,SKN7,Nuclear response regulator and transcription factor,enables,GO:0003700,IDA,F,YHR206W|BRY1|POS9|kinase-regulated stress-responsive transcription factor SKN7,20020726,SGD
S000001249,SKN7,Nuclear response regulator and transcription factor,enables,GO:0003700,IMP,F,YHR206W|BRY1|POS9|kinase-regulated stress-responsive transcription factor SKN7,20020726,SGD
S000005365,RPB11,RNA polymerase II subunit B12.5,involved_in,GO:0006366,IMP,P,YOL005C|B12.5|DNA-directed RNA polymerase II core subunit RPB11,20100119,SGD
S000004045,SPT8,Subunit of the SAGA transcriptional regulatory complex,involved_in,GO:0000122,IDA,P,YLR055C|SAGA complex subunit SPT8,20060705,SGD
S000004045,SPT8,Subunit of the SAGA transcriptional regulatory complex,involved_in,GO:0000122,IMP,P,YLR055C|SAGA complex subunit SPT8,20060705,SGD
S000004045,SPT8,Subunit of the SAGA transcriptional regulatory complex,involved_in,GO:0045944,IMP,P,YLR055C|SAGA complex subunit SPT8,20060705,SGD
S000002851,SSN2,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YDR443C|RYE3|MED13|NUT8|SCA1|SRB9|UME2|SSX5,20110914,SGD
S000002851,SSN2,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IDA,P,YDR443C|RYE3|MED13|NUT8|SCA1|SRB9|UME2|SSX5,20110914,SGD
S000002480,SNF11,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YDR073W,20120301,SGD
S000005963,SSN3,Component of the RNA polymerase II mediator complex,involved_in,GO:0000122,IPI,P,YPL042C|CDK8|RYE5|cyclin-dependent serine/threonine protein kinase SSN3|GIG2|NUT7|SRB10|UME5|SSX7|URR1,20110201,SGD
S000005963,SSN3,Component of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YPL042C|CDK8|RYE5|cyclin-dependent serine/threonine protein kinase SSN3|GIG2|NUT7|SRB10|UME5|SSX7|URR1,20110124,SGD
S000000064,SWD1,Subunit of the COMPASS (Set1C) complex,involved_in,GO:0006355,IMP,P,YAR003W|CPS50|SAF49|COMPASS subunit protein SWD1|FUN16,20050524,SGD
S000000048,OAF1,Oleate-activated transcription factor,involved_in,GO:0045944,IMP,P,YAL051W|YAF1|oleate-activated transcription factor OAF1,20141114,SGD
S000003237,TFG2,TFIIF (Transcription Factor II) middle subunit,involved_in,GO:0006366,IEA,P,YGR005C|transcription factor IIF subunit TFG2,20210410,InterPro
S000000927,RSP5,NEDD4 family E3 ubiquitin ligase,involved_in,GO:0045944,IMP,P,YER125W|MDP1|MUT2|NPI1|UBY1|SMM1|NEDD4 family E3 ubiquitin-protein ligase|HPG1,20081013,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IDA,P,YER169W|KDM4,20021104,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IMP,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IMP,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IMP,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IMP,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IMP,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IMP,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IMP,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IGI,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IGI,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IGI,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IGI,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IGI,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IGI,P,YER169W|KDM4,20151114,SGD
S000000971,RPH1,JmjC domain-containing histone demethylase,involved_in,GO:0000122,IGI,P,YER169W|KDM4,20151114,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,enables,GO:0003700,IC,F,YER184C,20140823,SGD
S000000986,TOG1,Transcriptional activator of oleate genes,involved_in,GO:0045944,IMP,P,YER184C,20140822,SGD
S000000847,ACA1,ATF/CREB family basic leucine zipper (bZIP) transcription factor,involved_in,GO:0045944,IDA,P,YER045C,20110804,SGD
S000000866,VHR2,Non-essential nuclear protein,involved_in,GO:0006355,IMP,P,YER064C,20040813,SGD
S000000890,DOT6,Protein involved in rRNA and ribosome biogenesis,involved_in,GO:0006357,IMP,P,YER088C|PBF2,20090203,SGD
S000000941,RTR1,Dual specificity protein phosphatase,involved_in,GO:0006366,IMP,P,YER139C|RNA polymerase II subunit B1 CTD phosphatase RTR1,20080521,SGD
S000000941,RTR1,Dual specificity protein phosphatase,involved_in,GO:0006366,IGI,P,YER139C|RNA polymerase II subunit B1 CTD phosphatase RTR1,20080521,SGD
S000000941,RTR1,Dual specificity protein phosphatase,involved_in,GO:0006366,IGI,P,YER139C|RNA polymerase II subunit B1 CTD phosphatase RTR1,20080521,SGD
S000000941,RTR1,Dual specificity protein phosphatase,involved_in,GO:0006366,IGI,P,YER139C|RNA polymerase II subunit B1 CTD phosphatase RTR1,20080521,SGD
S000000941,RTR1,Dual specificity protein phosphatase,involved_in,GO:0006366,IGI,P,YER139C|RNA polymerase II subunit B1 CTD phosphatase RTR1,20080521,SGD
S000000941,RTR1,Dual specificity protein phosphatase,involved_in,GO:0006366,IPI,P,YER139C|RNA polymerase II subunit B1 CTD phosphatase RTR1,20080521,SGD
S000000961,BUR6,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IMP,P,YER159C|NCB1|negative cofactor 2 transcription regulator complex subunit BUR6,20020918,SGD
S000000961,BUR6,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IGI,P,YER159C|NCB1|negative cofactor 2 transcription regulator complex subunit BUR6,20131210,SGD
S000000961,BUR6,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IDA,P,YER159C|NCB1|negative cofactor 2 transcription regulator complex subunit BUR6,20160112,SGD
S000000961,BUR6,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IDA,P,YER159C|NCB1|negative cofactor 2 transcription regulator complex subunit BUR6,20160112,SGD
S000000961,BUR6,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IDA,P,YER159C|NCB1|negative cofactor 2 transcription regulator complex subunit BUR6,20131210,SGD
S000000961,BUR6,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0045944,IDA,P,YER159C|NCB1|negative cofactor 2 transcription regulator complex subunit BUR6,20160112,SGD
S000005150,RTT106,Histone chaperone,involved_in,GO:0000122,IMP,P,YNL206C,20090925,SGD
S000004744,GAT2,Protein containing GATA family zinc finger motifs,involved_in,GO:0006357,ISA,P,YMR136W,20120309,SGD
S000004744,GAT2,Protein containing GATA family zinc finger motifs,involved_in,GO:0006357,ISA,P,YMR136W,20120309,SGD
S000004744,GAT2,Protein containing GATA family zinc finger motifs,involved_in,GO:0006357,ISA,P,YMR136W,20120309,SGD
S000004744,GAT2,Protein containing GATA family zinc finger motifs,involved_in,GO:0006357,ISA,P,YMR136W,20120309,SGD
S000003502,YTA7,Chromatin-binding ATPase that regulates histone gene expression,involved_in,GO:0000122,IMP,P,YGR270W,20110916,SGD
S000003502,YTA7,Chromatin-binding ATPase that regulates histone gene expression,involved_in,GO:0045944,IMP,P,YGR270W,20090925,SGD
S000002993,PGD1,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YGL025C|HRS1|MED3,20110907,SGD
S000002993,PGD1,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YGL025C|HRS1|MED3,20110907,SGD
S000001185,RPC10,"RNA polymerase subunit ABC10-alpha, found in RNA pol I, II, and III",involved_in,GO:0006366,IMP,P,YHR143W-A|RPB12|ABC10-alpha|DNA-directed RNA polymerase core subunit RPC10,20100119,SGD
S000001411,MLP2,Myosin-like protein associated with the nuclear envelope,involved_in,GO:0006355,IGI,P,YIL149C,20050427,SGD
S000000847,ACA1,ATF/CREB family basic leucine zipper (bZIP) transcription factor,enables,GO:0003700,IEA,F,YER045C,20210410,InterPro
S000001363,XBP1,Transcriptional repressor,enables,GO:0003700,IDA,F,YIL101C,20020221,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000001363,XBP1,Transcriptional repressor,involved_in,GO:0000122,IMP,P,YIL101C,20150310,SGD
S000005111,SKO1,Basic leucine zipper transcription factor of the ATF/CREB family,involved_in,GO:0006355,IEA,P,YNL167C|ACR1,20210410,InterPro
S000001346,SDS3,Component of the Rpd3L histone deacetylase complex,involved_in,GO:0000122,IMP,P,YIL084C,20150203,SGD
S000001346,SDS3,Component of the Rpd3L histone deacetylase complex,involved_in,GO:0000122,IMP,P,YIL084C,20150203,SGD
S000001346,SDS3,Component of the Rpd3L histone deacetylase complex,involved_in,GO:0000122,IMP,P,YIL084C,20150203,SGD
S000001346,SDS3,Component of the Rpd3L histone deacetylase complex,involved_in,GO:0045944,IMP,P,YIL084C,20100712,SGD
S000001346,SDS3,Component of the Rpd3L histone deacetylase complex,involved_in,GO:0045944,IMP,P,YIL084C,20140930,SGD
S000001346,SDS3,Component of the Rpd3L histone deacetylase complex,involved_in,GO:0045944,IMP,P,YIL084C,20140930,SGD
S000001318,VHR1,Transcriptional activator,involved_in,GO:0045944,IMP,P,YIL056W,20110812,SGD
S000001298,CST6,Basic leucine zipper (bZIP) transcription factor from ATF/CREB family,involved_in,GO:0045944,IDA,P,YIL036W|SHF1|ACA2,20111017,SGD
S000001456,MET28,bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex,involved_in,GO:0006357,IMP,P,YIR017C,20110722,SGD
S000001457,YAP5,Basic leucine zipper (bZIP) iron-sensing transcription factor,involved_in,GO:0000122,IMP,P,YIR018W,20110922,SGD
S000001457,YAP5,Basic leucine zipper (bZIP) iron-sensing transcription factor,involved_in,GO:0045944,IMP,P,YIR018W,20110922,SGD
S000001457,YAP5,Basic leucine zipper (bZIP) iron-sensing transcription factor,involved_in,GO:0045944,IDA,P,YIR018W,20021031,SGD
S000001472,MGA2,ER membrane protein involved in regulation of OLE1 transcription,involved_in,GO:0045944,IMP,P,YIR033W,20021023,SGD
S000002856,ADA2,Transcription coactivator,involved_in,GO:0006357,IEA,P,YDR448W|SWI8|chromatin-binding transcription regulator ADA2,20210410,InterPro
S000005554,CIN5,Basic leucine zipper (bZIP) transcription factor of the yAP-1 family,involved_in,GO:0006357,ISA,P,YOR028C|HAL6|YAP4,20120202,SGD
S000003149,GTS1,Protein involved in Arf3p regulation and in transcription regulation,involved_in,GO:0006357,IPI,P,YGL181W|LSR1|FHT1,20110621,SGD
S000003149,GTS1,Protein involved in Arf3p regulation and in transcription regulation,involved_in,GO:0045944,IMP,P,YGL181W|LSR1|FHT1,20110621,SGD
S000002441,LYS14,Transcriptional activator involved in regulating lysine biosynthesis,involved_in,GO:0045944,IDA,P,YDR034C,20111103,SGD
S000002441,LYS14,Transcriptional activator involved in regulating lysine biosynthesis,involved_in,GO:0045944,IMP,P,YDR034C,20111103,SGD
S000002441,LYS14,Transcriptional activator involved in regulating lysine biosynthesis,involved_in,GO:0045944,IDA,P,YDR034C,20111103,SGD
S000001863,HAC1,Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog),involved_in,GO:0045944,IDA,P,YFL031W|ERN4|IRE15|transcription factor HAC1,20120113,SGD
S000001863,HAC1,Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog),involved_in,GO:0045944,IMP,P,YFL031W|ERN4|IRE15|transcription factor HAC1,20120113,SGD
S000005639,AZF1,Zinc-finger transcription factor,involved_in,GO:0006357,IDA,P,YOR113W,20120223,SGD
S000005639,AZF1,Zinc-finger transcription factor,involved_in,GO:0006357,IMP,P,YOR113W,20120223,SGD
S000003432,ELP2,Subunit of Elongator complex,involved_in,GO:0006357,IMP,P,YGR200C|KTI3|TOT2|Elongator subunit ELP2,20020918,SGD
