gene_id,gene_name,full_name,qualifier,go_id,evidence,go_aspect,synonyms,date,assigned_by
S000001017,SNF6,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IGI,P,YHL025W,20120301,SGD
S000001017,SNF6,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IGI,P,YHL025W,20120301,SGD
S000004061,RGR1,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YLR071C|MED14,20110907,SGD
S000004061,RGR1,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YLR071C|MED14,20110907,SGD
S000006054,RDS2,Transcription factor involved in regulating gluconeogenesis,involved_in,GO:0045944,IMP,P,YPL133C,20110622,SGD
S000005411,GAL11,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YOL051W|MED15|RAR3|SDS4|SPT13|ABE1,20110718,SGD
S000005411,GAL11,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IDA,P,YOL051W|MED15|RAR3|SDS4|SPT13|ABE1,20110718,SGD
S000005411,GAL11,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YOL051W|MED15|RAR3|SDS4|SPT13|ABE1,20110718,SGD
S000004466,YAP1,Basic leucine zipper (bZIP) transcription factor,enables,GO:0003700,IDA,F,YML007W|PAR1|SNQ3|PDR4|DNA-binding transcription factor YAP1,20050117,SGD
S000000364,CDC28,Cyclin-dependent kinase (CDK) catalytic subunit,involved_in,GO:0000122,IMP,P,YBR160W|CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28,20180120,SGD
S000005361,PHO80,Cyclin,involved_in,GO:0000122,IGI,P,YOL001W|phoR|AGS3|TUP7|VAC5,20100126,SGD
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0000122,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20180120,SGD
S000005666,SFL1,Transcriptional repressor and activator,involved_in,GO:0045944,IMP,P,YOR140W,20110712,SGD
S000005666,SFL1,Transcriptional repressor and activator,involved_in,GO:0045944,IMP,P,YOR140W,20160811,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0000122,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20180120,SGD
S000003676,RPB4,RNA polymerase II subunit B32,involved_in,GO:0006366,IMP,P,YJL140W|CTF15|B32|DNA-directed RNA polymerase II subunit RPB4,20100115,SGD
S000000358,RPB5,RNA polymerase subunit ABC27,involved_in,GO:0006366,IMP,P,YBR154C|ABC27|DNA-directed RNA polymerase core subunit RPB5,20100119,SGD
S000000358,RPB5,RNA polymerase subunit ABC27,involved_in,GO:0006366,IMP,P,YBR154C|ABC27|DNA-directed RNA polymerase core subunit RPB5,20100119,SGD
S000000358,RPB5,RNA polymerase subunit ABC27,involved_in,GO:0006366,IGI,P,YBR154C|ABC27|DNA-directed RNA polymerase core subunit RPB5,20100119,SGD
S000006391,RPO26,RNA polymerase subunit ABC23,involved_in,GO:0006366,IMP,P,YPR187W|ABC23|RPB6|DNA-directed RNA polymerase core subunit RPO26,20100119,SGD
S000005750,RPB8,RNA polymerase subunit ABC14.5,involved_in,GO:0006366,IPI,P,YOR224C|ABC14.5|DNA-directed RNA polymerase core subunit RPB8,20100120,SGD
S000001298,CST6,Basic leucine zipper (bZIP) transcription factor from ATF/CREB family,involved_in,GO:0006355,IEA,P,YIL036W|SHF1|ACA2,20210410,InterPro
S000002615,UME6,Rpd3L histone deacetylase complex subunit,involved_in,GO:0000122,IMP,P,YDR207C|CAR80|NIM2|RIM16|DNA-binding transcriptional regulator UME6,20180120,SGD
S000002615,UME6,Rpd3L histone deacetylase complex subunit,involved_in,GO:0000122,IMP,P,YDR207C|CAR80|NIM2|RIM16|DNA-binding transcriptional regulator UME6,20180120,SGD
S000000339,CKS1,Cyclin-dependent protein kinase regulatory subunit and adaptor,involved_in,GO:0006357,IMP,P,YBR135W|cyclin-dependent protein kinase regulatory subunit CKS1,20160609,SGD
S000000339,CKS1,Cyclin-dependent protein kinase regulatory subunit and adaptor,involved_in,GO:0045944,IDA,P,YBR135W|cyclin-dependent protein kinase regulatory subunit CKS1,20160608,SGD
S000000339,CKS1,Cyclin-dependent protein kinase regulatory subunit and adaptor,involved_in,GO:0045944,IMP,P,YBR135W|cyclin-dependent protein kinase regulatory subunit CKS1,20160608,SGD
S000002718,SUM1,Transcriptional repressor that regulates middle-sporulation genes,involved_in,GO:0000122,IMP,P,YDR310C,20180120,SGD
S000003854,IME1,Master regulator of meiosis that is active only during meiotic events,involved_in,GO:0006357,IMP,P,YJR094C|transcription factor IME1,20110609,SGD
S000003854,IME1,Master regulator of meiosis that is active only during meiotic events,involved_in,GO:0045944,IMP,P,YJR094C|transcription factor IME1,20150319,SGD
S000004121,ACE2,Transcription factor required for septum destruction after cytokinesis,involved_in,GO:0000122,IMP,P,YLR131C|DNA-binding transcription factor ACE2,20160914,SGD
S000004121,ACE2,Transcription factor required for septum destruction after cytokinesis,involved_in,GO:0045944,IMP,P,YLR131C|DNA-binding transcription factor ACE2,20160914,SGD
S000005805,RFM1,Component of the Sum1p-Rfm1p-Hst1p complex,involved_in,GO:0000122,IMP,P,YOR279C,20180120,SGD
S000000253,REB1,RNA polymerase I enhancer binding protein,involved_in,GO:0006357,IMP,P,YBR049C|GRF2|DNA-binding protein REB1|EBF1,20161027,SGD
S000005258,DAL82,Positive regulator of allophanate inducible genes,enables,GO:0003700,IC,F,YNL314W|DURM,20111221,SGD
S000005258,DAL82,Positive regulator of allophanate inducible genes,enables,GO:0003700,IC,F,YNL314W|DURM,20111221,SGD
S000001012,OPI1,Transcriptional regulator of a variety of genes,involved_in,GO:0000122,IMP,P,YHL020C|transcriptional regulator OPI1,20020321,SGD
S000001012,OPI1,Transcriptional regulator of a variety of genes,involved_in,GO:0045944,IMP,P,YHL020C|transcriptional regulator OPI1,20031014,SGD
S000001807,BAS1,Myb-related transcription factor,involved_in,GO:0045944,IDA,P,YKR099W,20120120,SGD
S000001807,BAS1,Myb-related transcription factor,involved_in,GO:0045944,IMP,P,YKR099W,20120120,SGD
S000001807,BAS1,Myb-related transcription factor,involved_in,GO:0045944,IMP,P,YKR099W,20120120,SGD
S000001807,BAS1,Myb-related transcription factor,involved_in,GO:0045944,IGI,P,YKR099W,20120120,SGD
S000001807,BAS1,Myb-related transcription factor,involved_in,GO:0045944,IGI,P,YKR099W,20120120,SGD
S000005816,SNF2,Catalytic subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YOR290C|GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2,20120215,SGD
S000005816,SNF2,Catalytic subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YOR290C|GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2,20081022,SGD
S000005816,SNF2,Catalytic subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IGI,P,YOR290C|GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2,20120214,SGD
S000005816,SNF2,Catalytic subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IGI,P,YOR290C|GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2,20120214,SGD
S000005816,SNF2,Catalytic subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YOR290C|GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2,20120214,SGD
S000005816,SNF2,Catalytic subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YOR290C|GAM1|HAF1|SWI2|TYE3|SWI/SNF catalytic subunit SNF2,20120214,SGD
S000005736,RPB10,RNA polymerase subunit ABC10-beta,involved_in,GO:0006366,IMP,P,YOR210W|ABC10-beta|DNA-directed RNA polymerase core subunit RPB10,20100119,SGD
S000003039,AFT1,Transcription factor involved in iron utilization and homeostasis,involved_in,GO:0000122,IMP,P,YGL071W|RCS1|DNA-binding transcription factor AFT1,20160808,SGD
S000003039,AFT1,Transcription factor involved in iron utilization and homeostasis,involved_in,GO:0045944,IDA,P,YGL071W|RCS1|DNA-binding transcription factor AFT1,20041214,SGD
S000005364,SIN3,Component of both the Rpd3S and Rpd3L histone deacetylase complexes,involved_in,GO:0000122,IMP,P,YOL004W|CPE1|GAM2|RPD1|SDI1|SDS16|UME4|transcriptional regulator SIN3,20060811,SGD
S000005364,SIN3,Component of both the Rpd3S and Rpd3L histone deacetylase complexes,involved_in,GO:0000122,IMP,P,YOL004W|CPE1|GAM2|RPD1|SDI1|SDS16|UME4|transcriptional regulator SIN3,20060811,SGD
S000005364,SIN3,Component of both the Rpd3S and Rpd3L histone deacetylase complexes,involved_in,GO:0045944,IMP,P,YOL004W|CPE1|GAM2|RPD1|SDI1|SDS16|UME4|transcriptional regulator SIN3,20060811,SGD
S000005364,SIN3,Component of both the Rpd3S and Rpd3L histone deacetylase complexes,involved_in,GO:0045944,IMP,P,YOL004W|CPE1|GAM2|RPD1|SDI1|SDS16|UME4|transcriptional regulator SIN3,20060811,SGD
S000005364,SIN3,Component of both the Rpd3S and Rpd3L histone deacetylase complexes,involved_in,GO:0045944,IMP,P,YOL004W|CPE1|GAM2|RPD1|SDI1|SDS16|UME4|transcriptional regulator SIN3,20140930,SGD
S000005364,SIN3,Component of both the Rpd3S and Rpd3L histone deacetylase complexes,involved_in,GO:0045944,IMP,P,YOL004W|CPE1|GAM2|RPD1|SDI1|SDS16|UME4|transcriptional regulator SIN3,20140930,SGD
S000003778,ESS1,Peptidylprolyl-cis/trans-isomerase (PPIase),involved_in,GO:0000122,IMP,P,YJR017C|PTF1|PIN1|peptidylprolyl isomerase ESS1,20110606,SGD
S000003778,ESS1,Peptidylprolyl-cis/trans-isomerase (PPIase),involved_in,GO:0000122,IGI,P,YJR017C|PTF1|PIN1|peptidylprolyl isomerase ESS1,20110606,SGD
S000003778,ESS1,Peptidylprolyl-cis/trans-isomerase (PPIase),involved_in,GO:0000122,IGI,P,YJR017C|PTF1|PIN1|peptidylprolyl isomerase ESS1,20110606,SGD
S000003778,ESS1,Peptidylprolyl-cis/trans-isomerase (PPIase),involved_in,GO:0000122,IGI,P,YJR017C|PTF1|PIN1|peptidylprolyl isomerase ESS1,20110606,SGD
S000003778,ESS1,Peptidylprolyl-cis/trans-isomerase (PPIase),involved_in,GO:0045944,IGI,P,YJR017C|PTF1|PIN1|peptidylprolyl isomerase ESS1,20110615,SGD
S000003778,ESS1,Peptidylprolyl-cis/trans-isomerase (PPIase),involved_in,GO:0045944,IPI,P,YJR017C|PTF1|PIN1|peptidylprolyl isomerase ESS1,20110615,SGD
S000001381,RPI1,"Transcription factor, allelic differences between S288C and Sigma1278b",involved_in,GO:0045944,IMP,P,YIL119C,20120629,SGD
S000000638,TAF2,TFIID subunit (150 kDa),involved_in,GO:0006366,IDA,P,YCR042C|TSM1|TAF150|TafII150,20090826,SGD
S000000638,TAF2,TFIID subunit (150 kDa),involved_in,GO:0006366,IDA,P,YCR042C|TSM1|TAF150|TafII150,20090826,SGD
S000003348,SPT6,Nucleosome remodeling protein,involved_in,GO:0000122,IMP,P,YGR116W|CRE2|SSN20|chromatin-remodeling histone chaperone SPT6,20090512,SGD
S000003348,SPT6,Nucleosome remodeling protein,involved_in,GO:0045944,IMP,P,YGR116W|CRE2|SSN20|chromatin-remodeling histone chaperone SPT6,20111014,SGD
S000002831,CAD1,AP-1-like basic leucine zipper (bZIP) transcriptional activator,involved_in,GO:0045944,IDA,P,YDR423C|YAP2,20021031,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141028,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141029,SGD
S000006269,ROX1,Heme-dependent repressor of hypoxic genes,involved_in,GO:0000122,IMP,P,YPR065W|REO1,20141029,SGD
S000000189,ROX3,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YBL093C|MED19|NUT3|SSN7|SSX2|RMR1,20110815,SGD
S000000189,ROX3,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YBL093C|MED19|NUT3|SSN7|SSX2|RMR1,20110815,SGD
S000000629,SNT1,Set3C histone deacetylase scaffold,involved_in,GO:0006355,IMP,P,YCR033W|[ESI+],20091021,SGD
S000000661,HCM1,Forkhead transcription factor,enables,GO:0003700,IDA,F,YCR065W,20150120,SGD
S000000661,HCM1,Forkhead transcription factor,enables,GO:0003700,IMP,F,YCR065W,20150120,SGD
S000000661,HCM1,Forkhead transcription factor,enables,GO:0003700,IMP,F,YCR065W,20150120,SGD
S000000661,HCM1,Forkhead transcription factor,enables,GO:0003700,IMP,F,YCR065W,20150120,SGD
S000000661,HCM1,Forkhead transcription factor,enables,GO:0003700,IMP,F,YCR065W,20150120,SGD
S000000661,HCM1,Forkhead transcription factor,enables,GO:0003700,IMP,F,YCR065W,20150120,SGD
S000000661,HCM1,Forkhead transcription factor,enables,GO:0003700,IMP,F,YCR065W,20150120,SGD
S000000661,HCM1,Forkhead transcription factor,enables,GO:0003700,IMP,F,YCR065W,20150120,SGD
S000000661,HCM1,Forkhead transcription factor,enables,GO:0003700,IMP,F,YCR065W,20150120,SGD
S000000661,HCM1,Forkhead transcription factor,involved_in,GO:0045944,IDA,P,YCR065W,20120106,SGD
S000006276,NOT5,"Component of the CCR4-NOT core complex, involved in mRNA decapping",involved_in,GO:0006355,IEA,P,YPR072W|CCR4-NOT core subunit NOT5,20210410,InterPro
S000006276,NOT5,"Component of the CCR4-NOT core complex, involved in mRNA decapping",involved_in,GO:0006355,IEA,P,YPR072W|CCR4-NOT core subunit NOT5,20210410,InterPro
S000006276,NOT5,"Component of the CCR4-NOT core complex, involved in mRNA decapping",involved_in,GO:0006355,IEA,P,YPR072W|CCR4-NOT core subunit NOT5,20210410,InterPro
S000005411,GAL11,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0006355,IEA,P,YOL051W|MED15|RAR3|SDS4|SPT13|ABE1,20210410,InterPro
S000001498,PUT3,Transcriptional activator,involved_in,GO:0045944,IMP,P,YKL015W,20111026,SGD
S000001498,PUT3,Transcriptional activator,involved_in,GO:0045944,IMP,P,YKL015W,20111026,SGD
S000000516,SGF29,"Component of the HAT/Core module of the SAGA, SLIK, and ADA complexes",involved_in,GO:0045944,IMP,P,YCL010C,20110725,SGD
S000000560,KAR4,Transcription factor required for response to pheromones,enables,GO:0003700,IDA,F,YCL055W,20061127,SGD
S000000560,KAR4,Transcription factor required for response to pheromones,enables,GO:0003700,IMP,F,YCL055W,20061127,SGD
S000000560,KAR4,Transcription factor required for response to pheromones,enables,GO:0003700,IGI,F,YCL055W,20061127,SGD
S000002214,MBP1,Transcription factor,involved_in,GO:0045944,IEA,P,YDL056W|transcription factor MBP1,20210411,GOC
S000000677,SRB8,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YCR081W|GIG1|NUT6|SSN5|MED12|YCR080W,20110124,SGD
S000000677,SRB8,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YCR081W|GIG1|NUT6|SSN5|MED12|YCR080W,20110914,SGD
S000000689,CDC39,Subunit of the CCR4-NOT1 core complex,involved_in,GO:0006357,IPI,P,YCR093W|NOT1|ROS1|SMD6|CCR4-NOT core subunit CDC39,20020802,SGD
S000000689,CDC39,Subunit of the CCR4-NOT1 core complex,involved_in,GO:0006357,IPI,P,YCR093W|NOT1|ROS1|SMD6|CCR4-NOT core subunit CDC39,20020802,SGD
S000001742,DAL80,Negative regulator of genes in multiple nitrogen degradation pathways,involved_in,GO:0000122,IMP,P,YKR034W|UGA43,20100204,SGD
S000001742,DAL80,Negative regulator of genes in multiple nitrogen degradation pathways,involved_in,GO:0000122,IMP,P,YKR034W|UGA43,20100204,SGD
S000001742,DAL80,Negative regulator of genes in multiple nitrogen degradation pathways,involved_in,GO:0000122,IMP,P,YKR034W|UGA43,20091117,SGD
S000002530,INO2,Transcription factor,involved_in,GO:0045944,IMP,P,YDR123C|DIE1|SCS1,20141028,SGD
S000002530,INO2,Transcription factor,involved_in,GO:0045944,IPI,P,YDR123C|DIE1|SCS1,20141028,SGD
S000000069,BUD14,Protein involved in bud-site selection,involved_in,GO:0006355,IDA,P,YAR014C|protein phosphatase regulator BUD14,20050926,SGD
S000000069,BUD14,Protein involved in bud-site selection,involved_in,GO:0006355,IMP,P,YAR014C|protein phosphatase regulator BUD14,20050926,SGD
S000003003,MIG1,Transcription factor involved in glucose repression,involved_in,GO:0000122,IMP,P,YGL035C|SSN1|CAT4|TDS22|transcription factor MIG1,20140905,SGD
S000003003,MIG1,Transcription factor involved in glucose repression,involved_in,GO:0000122,IGI,P,YGL035C|SSN1|CAT4|TDS22|transcription factor MIG1,20140905,SGD
S000003003,MIG1,Transcription factor involved in glucose repression,involved_in,GO:0045944,IMP,P,YGL035C|SSN1|CAT4|TDS22|transcription factor MIG1,20110805,SGD
S000003003,MIG1,Transcription factor involved in glucose repression,involved_in,GO:0045944,IGI,P,YGL035C|SSN1|CAT4|TDS22|transcription factor MIG1,20110805,SGD
S000003038,RPB9,RNA polymerase II subunit B12.6,involved_in,GO:0006366,IMP,P,YGL070C|SHI|SSU73|B12.6|DNA-directed RNA polymerase II core subunit RPB9,20100119,SGD
S000000979,BMH1,"14-3-3 protein, major isoform",involved_in,GO:0000122,IMP,P,YER177W|APR6|14-3-3 family protein BMH1,20140121,SGD
S000005969,CAM1,One of two isoforms of the gamma subunit of eEF1B,enables,GO:0003700,IMP,F,YPL048W|TEF3|CPBP|translation elongation factor EF1B gamma,20150302,SGD
S000005969,CAM1,One of two isoforms of the gamma subunit of eEF1B,involved_in,GO:0045944,IMP,P,YPL048W|TEF3|CPBP|translation elongation factor EF1B gamma,20150302,SGD
S000000017,FUN30,Snf2p family member with ATP-dependent chromatin remodeling activity,involved_in,GO:0000122,IMP,P,YAL019W|DNA-dependent ATPase FUN30,20150123,SGD
S000000019,CCR4,Component of the CCR4-NOT transcriptional complex,involved_in,GO:0006357,IPI,P,YAL021C|FUN27|NUT21|CCR4-NOT core exoribonuclease subunit CCR4,20020802,SGD
S000000019,CCR4,Component of the CCR4-NOT transcriptional complex,involved_in,GO:0006357,IPI,P,YAL021C|FUN27|NUT21|CCR4-NOT core exoribonuclease subunit CCR4,20020802,SGD
S000000019,CCR4,Component of the CCR4-NOT transcriptional complex,involved_in,GO:0006357,IPI,P,YAL021C|FUN27|NUT21|CCR4-NOT core exoribonuclease subunit CCR4,20020802,SGD
S000000019,CCR4,Component of the CCR4-NOT transcriptional complex,involved_in,GO:0006357,IPI,P,YAL021C|FUN27|NUT21|CCR4-NOT core exoribonuclease subunit CCR4,20020802,SGD
S000000019,CCR4,Component of the CCR4-NOT transcriptional complex,involved_in,GO:0006357,IPI,P,YAL021C|FUN27|NUT21|CCR4-NOT core exoribonuclease subunit CCR4,20020802,SGD
S000000011,DEP1,Component of the Rpd3L histone deacetylase complex,involved_in,GO:0000122,IMP,P,YAL013W|FUN54|Rpd3L histone deacetylase complex subunit DEP1,20110720,SGD
